_id,Month,Country,HBT,DepartmentType,Age,AgeQF,Sex,SexQF,Deprivation,DeprivationQF,NumberOfAttendances
101083,202404,S92000003,S08000030,Type 3,65-74,"",Female,"",1,"",3
101084,202404,S92000003,S08000030,Type 3,65-74,"",Female,"",2,"",8
101085,202404,S92000003,S08000030,Type 3,65-74,"",Female,"",3,"",15
101086,202404,S92000003,S08000030,Type 3,65-74,"",Female,"",4,"",12
101087,202404,S92000003,S08000030,Type 3,65-74,"",Female,"",5,"",7
101088,202404,S92000003,S08000030,Type 3,65-74,"",Female,"",,:,1
101089,202404,S92000003,S08000030,Type 3,65-74,"",Male,"",1,"",3
101090,202404,S92000003,S08000030,Type 3,65-74,"",Male,"",2,"",2
101091,202404,S92000003,S08000030,Type 3,65-74,"",Male,"",3,"",12
101092,202404,S92000003,S08000030,Type 3,65-74,"",Male,"",4,"",11
101093,202404,S92000003,S08000030,Type 3,65-74,"",Male,"",5,"",5
101094,202404,S92000003,S08000030,Type 3,65-74,"",Male,"",,:,1
101095,202404,S92000003,S08000030,Type 3,75 plus,"",Female,"",1,"",1
101096,202404,S92000003,S08000030,Type 3,75 plus,"",Female,"",2,"",6
101097,202404,S92000003,S08000030,Type 3,75 plus,"",Female,"",3,"",28
101098,202404,S92000003,S08000030,Type 3,75 plus,"",Female,"",4,"",10
101099,202404,S92000003,S08000030,Type 3,75 plus,"",Female,"",5,"",11
101100,202404,S92000003,S08000030,Type 3,75 plus,"",Male,"",1,"",1
101101,202404,S92000003,S08000030,Type 3,75 plus,"",Male,"",2,"",8
101102,202404,S92000003,S08000030,Type 3,75 plus,"",Male,"",3,"",18
101103,202404,S92000003,S08000030,Type 3,75 plus,"",Male,"",4,"",11
101104,202404,S92000003,S08000030,Type 3,75 plus,"",Male,"",5,"",17
101105,202404,S92000003,S08000030,Type 3,Under 18,"",Female,"",1,"",15
101106,202404,S92000003,S08000030,Type 3,Under 18,"",Female,"",2,"",21
101107,202404,S92000003,S08000030,Type 3,Under 18,"",Female,"",3,"",15
101108,202404,S92000003,S08000030,Type 3,Under 18,"",Female,"",4,"",30
101109,202404,S92000003,S08000030,Type 3,Under 18,"",Female,"",5,"",9
101110,202404,S92000003,S08000030,Type 3,Under 18,"",Female,"",,:,4
101111,202404,S92000003,S08000030,Type 3,Under 18,"",Male,"",1,"",11
101112,202404,S92000003,S08000030,Type 3,Under 18,"",Male,"",2,"",20
101113,202404,S92000003,S08000030,Type 3,Under 18,"",Male,"",3,"",26
101114,202404,S92000003,S08000030,Type 3,Under 18,"",Male,"",4,"",30
101115,202404,S92000003,S08000030,Type 3,Under 18,"",Male,"",5,"",23
101116,202404,S92000003,S08000030,Type 3,Under 18,"",Male,"",,:,2
101117,202404,S92000003,S08000030,Type 3,"",:,"",:,,:,20
101118,202404,S92000003,S08000031,Type 1,18-24,"",Female,"",1,"",556
101119,202404,S92000003,S08000031,Type 1,18-24,"",Female,"",2,"",219
101120,202404,S92000003,S08000031,Type 1,18-24,"",Female,"",3,"",169
101121,202404,S92000003,S08000031,Type 1,18-24,"",Female,"",4,"",129
101122,202404,S92000003,S08000031,Type 1,18-24,"",Female,"",5,"",131
101123,202404,S92000003,S08000031,Type 1,18-24,"",Female,"",,:,41
101124,202404,S92000003,S08000031,Type 1,18-24,"",Male,"",1,"",457
101125,202404,S92000003,S08000031,Type 1,18-24,"",Male,"",2,"",188
101126,202404,S92000003,S08000031,Type 1,18-24,"",Male,"",3,"",142
101127,202404,S92000003,S08000031,Type 1,18-24,"",Male,"",4,"",122
101128,202404,S92000003,S08000031,Type 1,18-24,"",Male,"",5,"",120
101129,202404,S92000003,S08000031,Type 1,18-24,"",Male,"",,:,18
101130,202404,S92000003,S08000031,Type 1,25-39,"",Female,"",1,"",1373
101131,202404,S92000003,S08000031,Type 1,25-39,"",Female,"",2,"",482
101132,202404,S92000003,S08000031,Type 1,25-39,"",Female,"",3,"",330
101133,202404,S92000003,S08000031,Type 1,25-39,"",Female,"",4,"",249
101134,202404,S92000003,S08000031,Type 1,25-39,"",Female,"",5,"",225
101135,202404,S92000003,S08000031,Type 1,25-39,"",Female,"",,:,112
101136,202404,S92000003,S08000031,Type 1,25-39,"",Male,"",1,"",1407
101137,202404,S92000003,S08000031,Type 1,25-39,"",Male,"",2,"",479
101138,202404,S92000003,S08000031,Type 1,25-39,"",Male,"",3,"",290
101139,202404,S92000003,S08000031,Type 1,25-39,"",Male,"",4,"",250
101140,202404,S92000003,S08000031,Type 1,25-39,"",Male,"",5,"",218
101141,202404,S92000003,S08000031,Type 1,25-39,"",Male,"",,:,73
101142,202404,S92000003,S08000031,Type 1,40-64,"",Female,"",1,"",1637
101143,202404,S92000003,S08000031,Type 1,40-64,"",Female,"",2,"",591
101144,202404,S92000003,S08000031,Type 1,40-64,"",Female,"",3,"",454
101145,202404,S92000003,S08000031,Type 1,40-64,"",Female,"",4,"",355
101146,202404,S92000003,S08000031,Type 1,40-64,"",Female,"",5,"",378
101147,202404,S92000003,S08000031,Type 1,40-64,"",Female,"",,:,87
101148,202404,S92000003,S08000031,Type 1,40-64,"",Male,"",1,"",1916
101149,202404,S92000003,S08000031,Type 1,40-64,"",Male,"",2,"",607
101150,202404,S92000003,S08000031,Type 1,40-64,"",Male,"",3,"",438
101151,202404,S92000003,S08000031,Type 1,40-64,"",Male,"",4,"",376
101152,202404,S92000003,S08000031,Type 1,40-64,"",Male,"",5,"",375
101153,202404,S92000003,S08000031,Type 1,40-64,"",Male,"",,:,80
101154,202404,S92000003,S08000031,Type 1,65-74,"",Female,"",1,"",488
101155,202404,S92000003,S08000031,Type 1,65-74,"",Female,"",2,"",244
101156,202404,S92000003,S08000031,Type 1,65-74,"",Female,"",3,"",164
101157,202404,S92000003,S08000031,Type 1,65-74,"",Female,"",4,"",150
101158,202404,S92000003,S08000031,Type 1,65-74,"",Female,"",5,"",176
101159,202404,S92000003,S08000031,Type 1,65-74,"",Female,"",,:,19
101160,202404,S92000003,S08000031,Type 1,65-74,"",Male,"",1,"",526
101161,202404,S92000003,S08000031,Type 1,65-74,"",Male,"",2,"",229
101162,202404,S92000003,S08000031,Type 1,65-74,"",Male,"",3,"",145
101163,202404,S92000003,S08000031,Type 1,65-74,"",Male,"",4,"",138
101164,202404,S92000003,S08000031,Type 1,65-74,"",Male,"",5,"",162
101165,202404,S92000003,S08000031,Type 1,65-74,"",Male,"",,:,22
101166,202404,S92000003,S08000031,Type 1,75 plus,"",Female,"",1,"",691
101167,202404,S92000003,S08000031,Type 1,75 plus,"",Female,"",2,"",346
101168,202404,S92000003,S08000031,Type 1,75 plus,"",Female,"",3,"",316
101169,202404,S92000003,S08000031,Type 1,75 plus,"",Female,"",4,"",295
101170,202404,S92000003,S08000031,Type 1,75 plus,"",Female,"",5,"",340
101171,202404,S92000003,S08000031,Type 1,75 plus,"",Female,"",,:,15
101172,202404,S92000003,S08000031,Type 1,75 plus,"",Male,"",1,"",435
101173,202404,S92000003,S08000031,Type 1,75 plus,"",Male,"",2,"",243
101174,202404,S92000003,S08000031,Type 1,75 plus,"",Male,"",3,"",237
101175,202404,S92000003,S08000031,Type 1,75 plus,"",Male,"",4,"",226
101176,202404,S92000003,S08000031,Type 1,75 plus,"",Male,"",5,"",285
101177,202404,S92000003,S08000031,Type 1,75 plus,"",Male,"",,:,14
101178,202404,S92000003,S08000031,Type 1,Under 18,"",Female,"",1,"",1531
101179,202404,S92000003,S08000031,Type 1,Under 18,"",Female,"",2,"",590
101180,202404,S92000003,S08000031,Type 1,Under 18,"",Female,"",3,"",378
101181,202404,S92000003,S08000031,Type 1,Under 18,"",Female,"",4,"",448
101182,202404,S92000003,S08000031,Type 1,Under 18,"",Female,"",5,"",440
101183,202404,S92000003,S08000031,Type 1,Under 18,"",Female,"",,:,130
101184,202404,S92000003,S08000031,Type 1,Under 18,"",Male,"",1,"",1756
101185,202404,S92000003,S08000031,Type 1,Under 18,"",Male,"",2,"",750
101186,202404,S92000003,S08000031,Type 1,Under 18,"",Male,"",3,"",484
101187,202404,S92000003,S08000031,Type 1,Under 18,"",Male,"",4,"",498
101188,202404,S92000003,S08000031,Type 1,Under 18,"",Male,"",5,"",510
101189,202404,S92000003,S08000031,Type 1,Under 18,"",Male,"",,:,175
101190,202404,S92000003,S08000031,Type 1,"",:,"",:,,:,157
101191,202404,S92000003,S08000031,Type 3,18-24,"",Female,"",1,"",69
101192,202404,S92000003,S08000031,Type 3,18-24,"",Female,"",2,"",34
101193,202404,S92000003,S08000031,Type 3,18-24,"",Female,"",3,"",34
101194,202404,S92000003,S08000031,Type 3,18-24,"",Female,"",4,"",34
101195,202404,S92000003,S08000031,Type 3,18-24,"",Female,"",5,"",40
101196,202404,S92000003,S08000031,Type 3,18-24,"",Female,"",,:,7
101197,202404,S92000003,S08000031,Type 3,18-24,"",Male,"",1,"",94
101198,202404,S92000003,S08000031,Type 3,18-24,"",Male,"",2,"",50
101199,202404,S92000003,S08000031,Type 3,18-24,"",Male,"",3,"",33
101200,202404,S92000003,S08000031,Type 3,18-24,"",Male,"",4,"",48
101201,202404,S92000003,S08000031,Type 3,18-24,"",Male,"",5,"",52
101202,202404,S92000003,S08000031,Type 3,18-24,"",Male,"",,:,2
101203,202404,S92000003,S08000031,Type 3,25-39,"",Female,"",1,"",205
101204,202404,S92000003,S08000031,Type 3,25-39,"",Female,"",2,"",121
101205,202404,S92000003,S08000031,Type 3,25-39,"",Female,"",3,"",79
101206,202404,S92000003,S08000031,Type 3,25-39,"",Female,"",4,"",76
101207,202404,S92000003,S08000031,Type 3,25-39,"",Female,"",5,"",63
101208,202404,S92000003,S08000031,Type 3,25-39,"",Female,"",,:,21
101209,202404,S92000003,S08000031,Type 3,25-39,"",Male,"",1,"",207
101210,202404,S92000003,S08000031,Type 3,25-39,"",Male,"",2,"",137
101211,202404,S92000003,S08000031,Type 3,25-39,"",Male,"",3,"",77
101212,202404,S92000003,S08000031,Type 3,25-39,"",Male,"",4,"",65
101213,202404,S92000003,S08000031,Type 3,25-39,"",Male,"",5,"",75
101214,202404,S92000003,S08000031,Type 3,25-39,"",Male,"",,:,19
101215,202404,S92000003,S08000031,Type 3,40-64,"",Female,"",1,"",292
101216,202404,S92000003,S08000031,Type 3,40-64,"",Female,"",2,"",201
101217,202404,S92000003,S08000031,Type 3,40-64,"",Female,"",3,"",131
101218,202404,S92000003,S08000031,Type 3,40-64,"",Female,"",4,"",135
101219,202404,S92000003,S08000031,Type 3,40-64,"",Female,"",5,"",171
101220,202404,S92000003,S08000031,Type 3,40-64,"",Female,"",,:,18
101221,202404,S92000003,S08000031,Type 3,40-64,"",Male,"",1,"",276
101222,202404,S92000003,S08000031,Type 3,40-64,"",Male,"",2,"",139
101223,202404,S92000003,S08000031,Type 3,40-64,"",Male,"",3,"",103
101224,202404,S92000003,S08000031,Type 3,40-64,"",Male,"",4,"",122
101225,202404,S92000003,S08000031,Type 3,40-64,"",Male,"",5,"",143
101226,202404,S92000003,S08000031,Type 3,40-64,"",Male,"",,:,14
101227,202404,S92000003,S08000031,Type 3,65-74,"",Female,"",1,"",72
101228,202404,S92000003,S08000031,Type 3,65-74,"",Female,"",2,"",53
101229,202404,S92000003,S08000031,Type 3,65-74,"",Female,"",3,"",37
101230,202404,S92000003,S08000031,Type 3,65-74,"",Female,"",4,"",54
101231,202404,S92000003,S08000031,Type 3,65-74,"",Female,"",5,"",64
101232,202404,S92000003,S08000031,Type 3,65-74,"",Female,"",,:,1
101233,202404,S92000003,S08000031,Type 3,65-74,"",Male,"",1,"",59
101234,202404,S92000003,S08000031,Type 3,65-74,"",Male,"",2,"",45
101235,202404,S92000003,S08000031,Type 3,65-74,"",Male,"",3,"",26
101236,202404,S92000003,S08000031,Type 3,65-74,"",Male,"",4,"",42
101237,202404,S92000003,S08000031,Type 3,65-74,"",Male,"",5,"",56
101238,202404,S92000003,S08000031,Type 3,65-74,"",Male,"",,:,2
101239,202404,S92000003,S08000031,Type 3,75 plus,"",Female,"",1,"",78
101240,202404,S92000003,S08000031,Type 3,75 plus,"",Female,"",2,"",68
101241,202404,S92000003,S08000031,Type 3,75 plus,"",Female,"",3,"",57
101242,202404,S92000003,S08000031,Type 3,75 plus,"",Female,"",4,"",74
101243,202404,S92000003,S08000031,Type 3,75 plus,"",Female,"",5,"",87
101244,202404,S92000003,S08000031,Type 3,75 plus,"",Female,"",,:,1
101245,202404,S92000003,S08000031,Type 3,75 plus,"",Male,"",1,"",51
101246,202404,S92000003,S08000031,Type 3,75 plus,"",Male,"",2,"",37
101247,202404,S92000003,S08000031,Type 3,75 plus,"",Male,"",3,"",28
101248,202404,S92000003,S08000031,Type 3,75 plus,"",Male,"",4,"",50
101249,202404,S92000003,S08000031,Type 3,75 plus,"",Male,"",5,"",52
101250,202404,S92000003,S08000031,Type 3,75 plus,"",Male,"",,:,4
101251,202404,S92000003,S08000031,Type 3,Under 18,"",Female,"",1,"",195
101252,202404,S92000003,S08000031,Type 3,Under 18,"",Female,"",2,"",117
101253,202404,S92000003,S08000031,Type 3,Under 18,"",Female,"",3,"",67
101254,202404,S92000003,S08000031,Type 3,Under 18,"",Female,"",4,"",89
101255,202404,S92000003,S08000031,Type 3,Under 18,"",Female,"",5,"",92
101256,202404,S92000003,S08000031,Type 3,Under 18,"",Female,"",,:,14
101257,202404,S92000003,S08000031,Type 3,Under 18,"",Male,"",1,"",206
101258,202404,S92000003,S08000031,Type 3,Under 18,"",Male,"",2,"",138
101259,202404,S92000003,S08000031,Type 3,Under 18,"",Male,"",3,"",89
101260,202404,S92000003,S08000031,Type 3,Under 18,"",Male,"",4,"",102
101261,202404,S92000003,S08000031,Type 3,Under 18,"",Male,"",5,"",139
101262,202404,S92000003,S08000031,Type 3,Under 18,"",Male,"",,:,17
101263,202404,S92000003,S08000031,Type 3,"",:,"",:,,:,26
101264,202404,S92000003,S08000032,Type 1,18-24,"",Female,"",1,"",211
101265,202404,S92000003,S08000032,Type 1,18-24,"",Female,"",2,"",163
101266,202404,S92000003,S08000032,Type 1,18-24,"",Female,"",3,"",107
101267,202404,S92000003,S08000032,Type 1,18-24,"",Female,"",4,"",81
101268,202404,S92000003,S08000032,Type 1,18-24,"",Female,"",5,"",28
101269,202404,S92000003,S08000032,Type 1,18-24,"",Female,"",,:,16
101270,202404,S92000003,S08000032,Type 1,18-24,"",Male,"",1,"",141
101271,202404,S92000003,S08000032,Type 1,18-24,"",Male,"",2,"",156
101272,202404,S92000003,S08000032,Type 1,18-24,"",Male,"",3,"",93
101273,202404,S92000003,S08000032,Type 1,18-24,"",Male,"",4,"",83
101274,202404,S92000003,S08000032,Type 1,18-24,"",Male,"",5,"",53
101275,202404,S92000003,S08000032,Type 1,18-24,"",Male,"",,:,10
101276,202404,S92000003,S08000032,Type 1,25-39,"",Female,"",1,"",518
101277,202404,S92000003,S08000032,Type 1,25-39,"",Female,"",2,"",444
101278,202404,S92000003,S08000032,Type 1,25-39,"",Female,"",3,"",225
101279,202404,S92000003,S08000032,Type 1,25-39,"",Female,"",4,"",169
101280,202404,S92000003,S08000032,Type 1,25-39,"",Female,"",5,"",102
101281,202404,S92000003,S08000032,Type 1,25-39,"",Female,"",,:,53
101282,202404,S92000003,S08000032,Type 1,25-39,"",Male,"",1,"",521
101283,202404,S92000003,S08000032,Type 1,25-39,"",Male,"",2,"",403
101284,202404,S92000003,S08000032,Type 1,25-39,"",Male,"",3,"",242
101285,202404,S92000003,S08000032,Type 1,25-39,"",Male,"",4,"",168
101286,202404,S92000003,S08000032,Type 1,25-39,"",Male,"",5,"",90
101287,202404,S92000003,S08000032,Type 1,25-39,"",Male,"",,:,31
101288,202404,S92000003,S08000032,Type 1,40-64,"",Female,"",1,"",804
101289,202404,S92000003,S08000032,Type 1,40-64,"",Female,"",2,"",769
101290,202404,S92000003,S08000032,Type 1,40-64,"",Female,"",3,"",505
101291,202404,S92000003,S08000032,Type 1,40-64,"",Female,"",4,"",334
101292,202404,S92000003,S08000032,Type 1,40-64,"",Female,"",5,"",218
101293,202404,S92000003,S08000032,Type 1,40-64,"",Female,"",,:,39
101294,202404,S92000003,S08000032,Type 1,40-64,"",Male,"",1,"",876
101295,202404,S92000003,S08000032,Type 1,40-64,"",Male,"",2,"",753
101296,202404,S92000003,S08000032,Type 1,40-64,"",Male,"",3,"",401
101297,202404,S92000003,S08000032,Type 1,40-64,"",Male,"",4,"",355
101298,202404,S92000003,S08000032,Type 1,40-64,"",Male,"",5,"",226
101299,202404,S92000003,S08000032,Type 1,40-64,"",Male,"",,:,25
101300,202404,S92000003,S08000032,Type 1,65-74,"",Female,"",1,"",306
101301,202404,S92000003,S08000032,Type 1,65-74,"",Female,"",2,"",316
101302,202404,S92000003,S08000032,Type 1,65-74,"",Female,"",3,"",194
101303,202404,S92000003,S08000032,Type 1,65-74,"",Female,"",4,"",135
101304,202404,S92000003,S08000032,Type 1,65-74,"",Female,"",5,"",99
101305,202404,S92000003,S08000032,Type 1,65-74,"",Female,"",,:,15
101306,202404,S92000003,S08000032,Type 1,65-74,"",Male,"",1,"",255
101307,202404,S92000003,S08000032,Type 1,65-74,"",Male,"",2,"",286
101308,202404,S92000003,S08000032,Type 1,65-74,"",Male,"",3,"",182
101309,202404,S92000003,S08000032,Type 1,65-74,"",Male,"",4,"",152
101310,202404,S92000003,S08000032,Type 1,65-74,"",Male,"",5,"",87
101311,202404,S92000003,S08000032,Type 1,65-74,"",Male,"",,:,10
101312,202404,S92000003,S08000032,Type 1,75 plus,"",Female,"",1,"",430
101313,202404,S92000003,S08000032,Type 1,75 plus,"",Female,"",2,"",502
101314,202404,S92000003,S08000032,Type 1,75 plus,"",Female,"",3,"",341
101315,202404,S92000003,S08000032,Type 1,75 plus,"",Female,"",4,"",212
101316,202404,S92000003,S08000032,Type 1,75 plus,"",Female,"",5,"",167
101317,202404,S92000003,S08000032,Type 1,75 plus,"",Female,"",,:,8
101318,202404,S92000003,S08000032,Type 1,75 plus,"",Male,"",1,"",271
101319,202404,S92000003,S08000032,Type 1,75 plus,"",Male,"",2,"",342
101320,202404,S92000003,S08000032,Type 1,75 plus,"",Male,"",3,"",240
101321,202404,S92000003,S08000032,Type 1,75 plus,"",Male,"",4,"",175
101322,202404,S92000003,S08000032,Type 1,75 plus,"",Male,"",5,"",122
101323,202404,S92000003,S08000032,Type 1,75 plus,"",Male,"",,:,3
101324,202404,S92000003,S08000032,Type 1,Under 18,"",Female,"",1,"",414
101325,202404,S92000003,S08000032,Type 1,Under 18,"",Female,"",2,"",327
101326,202404,S92000003,S08000032,Type 1,Under 18,"",Female,"",3,"",224
101327,202404,S92000003,S08000032,Type 1,Under 18,"",Female,"",4,"",165
101328,202404,S92000003,S08000032,Type 1,Under 18,"",Female,"",5,"",83
101329,202404,S92000003,S08000032,Type 1,Under 18,"",Female,"",,:,48
101330,202404,S92000003,S08000032,Type 1,Under 18,"",Male,"",1,"",408
101331,202404,S92000003,S08000032,Type 1,Under 18,"",Male,"",2,"",352
101332,202404,S92000003,S08000032,Type 1,Under 18,"",Male,"",3,"",233
101333,202404,S92000003,S08000032,Type 1,Under 18,"",Male,"",4,"",210
101334,202404,S92000003,S08000032,Type 1,Under 18,"",Male,"",5,"",114
101335,202404,S92000003,S08000032,Type 1,Under 18,"",Male,"",,:,54
101336,202404,S92000003,S08000032,Type 1,"",:,"",:,,:,116
101337,202405,S92000003,S08000015,Type 1,18-24,"",Female,"",1,"",127
101338,202405,S92000003,S08000015,Type 1,18-24,"",Female,"",2,"",68
101339,202405,S92000003,S08000015,Type 1,18-24,"",Female,"",3,"",55
101340,202405,S92000003,S08000015,Type 1,18-24,"",Female,"",4,"",25
101341,202405,S92000003,S08000015,Type 1,18-24,"",Female,"",5,"",24
101342,202405,S92000003,S08000015,Type 1,18-24,"",Female,"",,:,6
101343,202405,S92000003,S08000015,Type 1,18-24,"",Male,"",1,"",140
101344,202405,S92000003,S08000015,Type 1,18-24,"",Male,"",2,"",103
101345,202405,S92000003,S08000015,Type 1,18-24,"",Male,"",3,"",46
101346,202405,S92000003,S08000015,Type 1,18-24,"",Male,"",4,"",40
101347,202405,S92000003,S08000015,Type 1,18-24,"",Male,"",5,"",30
101348,202405,S92000003,S08000015,Type 1,18-24,"",Male,"",,:,8
101349,202405,S92000003,S08000015,Type 1,25-39,"",Female,"",1,"",336
101350,202405,S92000003,S08000015,Type 1,25-39,"",Female,"",2,"",195
101351,202405,S92000003,S08000015,Type 1,25-39,"",Female,"",3,"",102
101352,202405,S92000003,S08000015,Type 1,25-39,"",Female,"",4,"",52
101353,202405,S92000003,S08000015,Type 1,25-39,"",Female,"",5,"",44
101354,202405,S92000003,S08000015,Type 1,25-39,"",Female,"",,:,20
101355,202405,S92000003,S08000015,Type 1,25-39,"",Male,"",1,"",410
101356,202405,S92000003,S08000015,Type 1,25-39,"",Male,"",2,"",194
101357,202405,S92000003,S08000015,Type 1,25-39,"",Male,"",3,"",83
101358,202405,S92000003,S08000015,Type 1,25-39,"",Male,"",4,"",71
101359,202405,S92000003,S08000015,Type 1,25-39,"",Male,"",5,"",55
101360,202405,S92000003,S08000015,Type 1,25-39,"",Male,"",,:,24
101361,202405,S92000003,S08000015,Type 1,40-64,"",Female,"",1,"",430
101362,202405,S92000003,S08000015,Type 1,40-64,"",Female,"",2,"",317
101363,202405,S92000003,S08000015,Type 1,40-64,"",Female,"",3,"",199
101364,202405,S92000003,S08000015,Type 1,40-64,"",Female,"",4,"",142
101365,202405,S92000003,S08000015,Type 1,40-64,"",Female,"",5,"",103
101366,202405,S92000003,S08000015,Type 1,40-64,"",Female,"",,:,29
101367,202405,S92000003,S08000015,Type 1,40-64,"",Male,"",1,"",482
101368,202405,S92000003,S08000015,Type 1,40-64,"",Male,"",2,"",291
101369,202405,S92000003,S08000015,Type 1,40-64,"",Male,"",3,"",188
101370,202405,S92000003,S08000015,Type 1,40-64,"",Male,"",4,"",159
101371,202405,S92000003,S08000015,Type 1,40-64,"",Male,"",5,"",100
101372,202405,S92000003,S08000015,Type 1,40-64,"",Male,"",,:,27
101373,202405,S92000003,S08000015,Type 1,65-74,"",Female,"",1,"",148
101374,202405,S92000003,S08000015,Type 1,65-74,"",Female,"",2,"",127
101375,202405,S92000003,S08000015,Type 1,65-74,"",Female,"",3,"",75
101376,202405,S92000003,S08000015,Type 1,65-74,"",Female,"",4,"",46
101377,202405,S92000003,S08000015,Type 1,65-74,"",Female,"",5,"",52
101378,202405,S92000003,S08000015,Type 1,65-74,"",Female,"",,:,7
101379,202405,S92000003,S08000015,Type 1,65-74,"",Male,"",1,"",141
101380,202405,S92000003,S08000015,Type 1,65-74,"",Male,"",2,"",124
101381,202405,S92000003,S08000015,Type 1,65-74,"",Male,"",3,"",72
101382,202405,S92000003,S08000015,Type 1,65-74,"",Male,"",4,"",44
101383,202405,S92000003,S08000015,Type 1,65-74,"",Male,"",5,"",69
101384,202405,S92000003,S08000015,Type 1,65-74,"",Male,"",,:,13
101385,202405,S92000003,S08000015,Type 1,75 plus,"",Female,"",1,"",187
